Generators,BusGenerators,DynamicProfile,ParticipationFactor,FuelGenerator,Bus,SubZone,Zone,Period1,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,Period49,Period50,Period51,Period52,Period53,Period54,Period55,Period56,Period57,Period58,Period59,Period60,Period61,Period62,Period63,Period64,Period65,Period66,Period67,Period68,Period69,Period70,Period71,Period72,Period73,Period74,Period75,Period76,Period77,Period78,Period79,Period80,Period81,Period82,Period83,Period84,Period85,Period86,Period87,Period88,Period89,Period90,Period91,Period92,Period93,Period94,Period95,Period96,ReferenceValue
GSW362,D-36,TenneT_WIND,0.01752301,WIND,D-36,NI_HB,DE,0.133663936,0.133840876,0.13424434,0.136119929,0.138237221,0.141107149,0.143357936,0.147446885,0.150715448,0.153447748,0.155818115,0.158382141,0.161886597,0.165688122,0.16848454,0.171259548,0.170467985,0.169812908,0.170000713,0.167770985,0.169729983,0.172360032,0.173179046,0.17350757,0.173497108,0.173389321,0.17286381,0.171726517,0.1668469,0.16182566,0.156980161,0.151731338,0.145168927,0.138317277,0.131242988,0.12448116,0.119201848,0.114206795,0.108802633,0.104295576,0.101785522,0.100111131,0.098716771,0.0979087,0.097036151,0.097541373,0.097081958,0.097737102,0.097298933,0.096547991,0.094623912,0.092373355,0.091102054,0.090692628,0.089451123,0.088073992,0.087445521,0.087053571,0.087046728,0.085929039,0.085308507,0.085488381,0.085200155,0.0851366,0.088524748,0.092455535,0.096053333,0.100559585,0.103858877,0.107569647,0.111035805,0.114972672,0.120465239,0.126193752,0.130408746,0.135357826,0.135672406,0.137001496,0.138809964,0.139308476,0.137394327,0.135278948,0.132411335,0.13022874,0.129139306,0.128281464,0.127558128,0.126249471,0.124890084,0.125211967,0.12562012,0.125223019,0.167751106,0.167358809,0.167671534,0.168494384,13752
GSW363,D-37,TenneT_WIND,0.01752301,WIND,D-37,NI_HB,DE,0.133663936,0.133840876,0.13424434,0.136119929,0.138237221,0.141107149,0.143357936,0.147446885,0.150715448,0.153447748,0.155818115,0.158382141,0.161886597,0.165688122,0.16848454,0.171259548,0.170467985,0.169812908,0.170000713,0.167770985,0.169729983,0.172360032,0.173179046,0.17350757,0.173497108,0.173389321,0.17286381,0.171726517,0.1668469,0.16182566,0.156980161,0.151731338,0.145168927,0.138317277,0.131242988,0.12448116,0.119201848,0.114206795,0.108802633,0.104295576,0.101785522,0.100111131,0.098716771,0.0979087,0.097036151,0.097541373,0.097081958,0.097737102,0.097298933,0.096547991,0.094623912,0.092373355,0.091102054,0.090692628,0.089451123,0.088073992,0.087445521,0.087053571,0.087046728,0.085929039,0.085308507,0.085488381,0.085200155,0.0851366,0.088524748,0.092455535,0.096053333,0.100559585,0.103858877,0.107569647,0.111035805,0.114972672,0.120465239,0.126193752,0.130408746,0.135357826,0.135672406,0.137001496,0.138809964,0.139308476,0.137394327,0.135278948,0.132411335,0.13022874,0.129139306,0.128281464,0.127558128,0.126249471,0.124890084,0.125211967,0.12562012,0.125223019,0.167751106,0.167358809,0.167671534,0.168494384,13752
GSW364,D-38,50Hertz_WIND,0.028723906,WIND,D-38,BB_B,DE,0.055498234,0.057642261,0.05875211,0.060417426,0.061434848,0.064331844,0.066246312,0.068555226,0.070753182,0.072908758,0.07557747,0.079174895,0.082427031,0.085130702,0.087910592,0.090872157,0.094912401,0.099384855,0.103505209,0.108099984,0.112909587,0.118368004,0.12399005,0.130476358,0.136931253,0.140913893,0.144447542,0.149061086,0.151982393,0.149125512,0.146038225,0.143085762,0.138188275,0.130235569,0.12252389,0.114808963,0.107053481,0.098202429,0.090915735,0.085299716,0.08041719,0.078196853,0.076490054,0.075664835,0.074538439,0.076449504,0.079347525,0.081764351,0.082243743,0.08306784,0.083700477,0.084654896,0.084266652,0.084999267,0.085726105,0.086252302,0.085220311,0.083907015,0.082952583,0.081837411,0.081637087,0.081716071,0.081838811,0.082597949,0.083855873,0.087311915,0.090612911,0.093999312,0.098318481,0.103527774,0.109228476,0.115090835,0.121582753,0.126680528,0.133085035,0.138146139,0.143483419,0.145523812,0.145994619,0.147009879,0.147992236,0.147327232,0.146983404,0.145686289,0.144251665,0.143080069,0.14143362,0.139430899,0.137477702,0.13698198,0.136914099,0.135346267,0.139076638,0.139259265,0.13929405,0.139866393,14298
GSW365,D-39,50Hertz_WIND,0.028723906,WIND,D-39,BB_B,DE,0.055498234,0.057642261,0.05875211,0.060417426,0.061434848,0.064331844,0.066246312,0.068555226,0.070753182,0.072908758,0.07557747,0.079174895,0.082427031,0.085130702,0.087910592,0.090872157,0.094912401,0.099384855,0.103505209,0.108099984,0.112909587,0.118368004,0.12399005,0.130476358,0.136931253,0.140913893,0.144447542,0.149061086,0.151982393,0.149125512,0.146038225,0.143085762,0.138188275,0.130235569,0.12252389,0.114808963,0.107053481,0.098202429,0.090915735,0.085299716,0.08041719,0.078196853,0.076490054,0.075664835,0.074538439,0.076449504,0.079347525,0.081764351,0.082243743,0.08306784,0.083700477,0.084654896,0.084266652,0.084999267,0.085726105,0.086252302,0.085220311,0.083907015,0.082952583,0.081837411,0.081637087,0.081716071,0.081838811,0.082597949,0.083855873,0.087311915,0.090612911,0.093999312,0.098318481,0.103527774,0.109228476,0.115090835,0.121582753,0.126680528,0.133085035,0.138146139,0.143483419,0.145523812,0.145994619,0.147009879,0.147992236,0.147327232,0.146983404,0.145686289,0.144251665,0.143080069,0.14143362,0.139430899,0.137477702,0.13698198,0.136914099,0.135346267,0.139076638,0.139259265,0.13929405,0.139866393,14298
GSW366,D-4,TenneT_WIND,0.027167319,WIND,D-4,SH_HH,DE,0.133663936,0.133840876,0.13424434,0.136119929,0.138237221,0.141107149,0.143357936,0.147446885,0.150715448,0.153447748,0.155818115,0.158382141,0.161886597,0.165688122,0.16848454,0.171259548,0.170467985,0.169812908,0.170000713,0.167770985,0.169729983,0.172360032,0.173179046,0.17350757,0.173497108,0.173389321,0.17286381,0.171726517,0.1668469,0.16182566,0.156980161,0.151731338,0.145168927,0.138317277,0.131242988,0.12448116,0.119201848,0.114206795,0.108802633,0.104295576,0.101785522,0.100111131,0.098716771,0.0979087,0.097036151,0.097541373,0.097081958,0.097737102,0.097298933,0.096547991,0.094623912,0.092373355,0.091102054,0.090692628,0.089451123,0.088073992,0.087445521,0.087053571,0.087046728,0.085929039,0.085308507,0.085488381,0.085200155,0.0851366,0.088524748,0.092455535,0.096053333,0.100559585,0.103858877,0.107569647,0.111035805,0.114972672,0.120465239,0.126193752,0.130408746,0.135357826,0.135672406,0.137001496,0.138809964,0.139308476,0.137394327,0.135278948,0.132411335,0.13022874,0.129139306,0.128281464,0.127558128,0.126249471,0.124890084,0.125211967,0.12562012,0.125223019,0.167751106,0.167358809,0.167671534,0.168494384,13752
GSW367,D-41,50Hertz_WIND,0.028723906,WIND,D-41,BB_B,DE,0.055498234,0.057642261,0.05875211,0.060417426,0.061434848,0.064331844,0.066246312,0.068555226,0.070753182,0.072908758,0.07557747,0.079174895,0.082427031,0.085130702,0.087910592,0.090872157,0.094912401,0.099384855,0.103505209,0.108099984,0.112909587,0.118368004,0.12399005,0.130476358,0.136931253,0.140913893,0.144447542,0.149061086,0.151982393,0.149125512,0.146038225,0.143085762,0.138188275,0.130235569,0.12252389,0.114808963,0.107053481,0.098202429,0.090915735,0.085299716,0.08041719,0.078196853,0.076490054,0.075664835,0.074538439,0.076449504,0.079347525,0.081764351,0.082243743,0.08306784,0.083700477,0.084654896,0.084266652,0.084999267,0.085726105,0.086252302,0.085220311,0.083907015,0.082952583,0.081837411,0.081637087,0.081716071,0.081838811,0.082597949,0.083855873,0.087311915,0.090612911,0.093999312,0.098318481,0.103527774,0.109228476,0.115090835,0.121582753,0.126680528,0.133085035,0.138146139,0.143483419,0.145523812,0.145994619,0.147009879,0.147992236,0.147327232,0.146983404,0.145686289,0.144251665,0.143080069,0.14143362,0.139430899,0.137477702,0.13698198,0.136914099,0.135346267,0.139076638,0.139259265,0.13929405,0.139866393,14298
GSW368,D-42,TenneT_WIND,0.01752301,WIND,D-42,NI_HB,DE,0.133663936,0.133840876,0.13424434,0.136119929,0.138237221,0.141107149,0.143357936,0.147446885,0.150715448,0.153447748,0.155818115,0.158382141,0.161886597,0.165688122,0.16848454,0.171259548,0.170467985,0.169812908,0.170000713,0.167770985,0.169729983,0.172360032,0.173179046,0.17350757,0.173497108,0.173389321,0.17286381,0.171726517,0.1668469,0.16182566,0.156980161,0.151731338,0.145168927,0.138317277,0.131242988,0.12448116,0.119201848,0.114206795,0.108802633,0.104295576,0.101785522,0.100111131,0.098716771,0.0979087,0.097036151,0.097541373,0.097081958,0.097737102,0.097298933,0.096547991,0.094623912,0.092373355,0.091102054,0.090692628,0.089451123,0.088073992,0.087445521,0.087053571,0.087046728,0.085929039,0.085308507,0.085488381,0.085200155,0.0851366,0.088524748,0.092455535,0.096053333,0.100559585,0.103858877,0.107569647,0.111035805,0.114972672,0.120465239,0.126193752,0.130408746,0.135357826,0.135672406,0.137001496,0.138809964,0.139308476,0.137394327,0.135278948,0.132411335,0.13022874,0.129139306,0.128281464,0.127558128,0.126249471,0.124890084,0.125211967,0.12562012,0.125223019,0.167751106,0.167358809,0.167671534,0.168494384,13752
GSW369,D-43,TenneT_WIND,0.01752301,WIND,D-43,NI_HB,DE,0.133663936,0.133840876,0.13424434,0.136119929,0.138237221,0.141107149,0.143357936,0.147446885,0.150715448,0.153447748,0.155818115,0.158382141,0.161886597,0.165688122,0.16848454,0.171259548,0.170467985,0.169812908,0.170000713,0.167770985,0.169729983,0.172360032,0.173179046,0.17350757,0.173497108,0.173389321,0.17286381,0.171726517,0.1668469,0.16182566,0.156980161,0.151731338,0.145168927,0.138317277,0.131242988,0.12448116,0.119201848,0.114206795,0.108802633,0.104295576,0.101785522,0.100111131,0.098716771,0.0979087,0.097036151,0.097541373,0.097081958,0.097737102,0.097298933,0.096547991,0.094623912,0.092373355,0.091102054,0.090692628,0.089451123,0.088073992,0.087445521,0.087053571,0.087046728,0.085929039,0.085308507,0.085488381,0.085200155,0.0851366,0.088524748,0.092455535,0.096053333,0.100559585,0.103858877,0.107569647,0.111035805,0.114972672,0.120465239,0.126193752,0.130408746,0.135357826,0.135672406,0.137001496,0.138809964,0.139308476,0.137394327,0.135278948,0.132411335,0.13022874,0.129139306,0.128281464,0.127558128,0.126249471,0.124890084,0.125211967,0.12562012,0.125223019,0.167751106,0.167358809,0.167671534,0.168494384,13752
GSW370,D-44,TenneT_WIND,0.01752301,WIND,D-44,NI_HB,DE,0.133663936,0.133840876,0.13424434,0.136119929,0.138237221,0.141107149,0.143357936,0.147446885,0.150715448,0.153447748,0.155818115,0.158382141,0.161886597,0.165688122,0.16848454,0.171259548,0.170467985,0.169812908,0.170000713,0.167770985,0.169729983,0.172360032,0.173179046,0.17350757,0.173497108,0.173389321,0.17286381,0.171726517,0.1668469,0.16182566,0.156980161,0.151731338,0.145168927,0.138317277,0.131242988,0.12448116,0.119201848,0.114206795,0.108802633,0.104295576,0.101785522,0.100111131,0.098716771,0.0979087,0.097036151,0.097541373,0.097081958,0.097737102,0.097298933,0.096547991,0.094623912,0.092373355,0.091102054,0.090692628,0.089451123,0.088073992,0.087445521,0.087053571,0.087046728,0.085929039,0.085308507,0.085488381,0.085200155,0.0851366,0.088524748,0.092455535,0.096053333,0.100559585,0.103858877,0.107569647,0.111035805,0.114972672,0.120465239,0.126193752,0.130408746,0.135357826,0.135672406,0.137001496,0.138809964,0.139308476,0.137394327,0.135278948,0.132411335,0.13022874,0.129139306,0.128281464,0.127558128,0.126249471,0.124890084,0.125211967,0.12562012,0.125223019,0.167751106,0.167358809,0.167671534,0.168494384,13752
GSW371,D-45,50Hertz_WIND,0.028723906,WIND,D-45,BB_B,DE,0.055498234,0.057642261,0.05875211,0.060417426,0.061434848,0.064331844,0.066246312,0.068555226,0.070753182,0.072908758,0.07557747,0.079174895,0.082427031,0.085130702,0.087910592,0.090872157,0.094912401,0.099384855,0.103505209,0.108099984,0.112909587,0.118368004,0.12399005,0.130476358,0.136931253,0.140913893,0.144447542,0.149061086,0.151982393,0.149125512,0.146038225,0.143085762,0.138188275,0.130235569,0.12252389,0.114808963,0.107053481,0.098202429,0.090915735,0.085299716,0.08041719,0.078196853,0.076490054,0.075664835,0.074538439,0.076449504,0.079347525,0.081764351,0.082243743,0.08306784,0.083700477,0.084654896,0.084266652,0.084999267,0.085726105,0.086252302,0.085220311,0.083907015,0.082952583,0.081837411,0.081637087,0.081716071,0.081838811,0.082597949,0.083855873,0.087311915,0.090612911,0.093999312,0.098318481,0.103527774,0.109228476,0.115090835,0.121582753,0.126680528,0.133085035,0.138146139,0.143483419,0.145523812,0.145994619,0.147009879,0.147992236,0.147327232,0.146983404,0.145686289,0.144251665,0.143080069,0.14143362,0.139430899,0.137477702,0.13698198,0.136914099,0.135346267,0.139076638,0.139259265,0.13929405,0.139866393,14298
GSW372,D-46,50Hertz_WIND,0.028723906,WIND,D-46,BB_B,DE,0.055498234,0.057642261,0.05875211,0.060417426,0.061434848,0.064331844,0.066246312,0.068555226,0.070753182,0.072908758,0.07557747,0.079174895,0.082427031,0.085130702,0.087910592,0.090872157,0.094912401,0.099384855,0.103505209,0.108099984,0.112909587,0.118368004,0.12399005,0.130476358,0.136931253,0.140913893,0.144447542,0.149061086,0.151982393,0.149125512,0.146038225,0.143085762,0.138188275,0.130235569,0.12252389,0.114808963,0.107053481,0.098202429,0.090915735,0.085299716,0.08041719,0.078196853,0.076490054,0.075664835,0.074538439,0.076449504,0.079347525,0.081764351,0.082243743,0.08306784,0.083700477,0.084654896,0.084266652,0.084999267,0.085726105,0.086252302,0.085220311,0.083907015,0.082952583,0.081837411,0.081637087,0.081716071,0.081838811,0.082597949,0.083855873,0.087311915,0.090612911,0.093999312,0.098318481,0.103527774,0.109228476,0.115090835,0.121582753,0.126680528,0.133085035,0.138146139,0.143483419,0.145523812,0.145994619,0.147009879,0.147992236,0.147327232,0.146983404,0.145686289,0.144251665,0.143080069,0.14143362,0.139430899,0.137477702,0.13698198,0.136914099,0.135346267,0.139076638,0.139259265,0.13929405,0.139866393,14298
GSW373,D-47,50Hertz_WIND,0.028723906,WIND,D-47,BB_B,DE,0.055498234,0.057642261,0.05875211,0.060417426,0.061434848,0.064331844,0.066246312,0.068555226,0.070753182,0.072908758,0.07557747,0.079174895,0.082427031,0.085130702,0.087910592,0.090872157,0.094912401,0.099384855,0.103505209,0.108099984,0.112909587,0.118368004,0.12399005,0.130476358,0.136931253,0.140913893,0.144447542,0.149061086,0.151982393,0.149125512,0.146038225,0.143085762,0.138188275,0.130235569,0.12252389,0.114808963,0.107053481,0.098202429,0.090915735,0.085299716,0.08041719,0.078196853,0.076490054,0.075664835,0.074538439,0.076449504,0.079347525,0.081764351,0.082243743,0.08306784,0.083700477,0.084654896,0.084266652,0.084999267,0.085726105,0.086252302,0.085220311,0.083907015,0.082952583,0.081837411,0.081637087,0.081716071,0.081838811,0.082597949,0.083855873,0.087311915,0.090612911,0.093999312,0.098318481,0.103527774,0.109228476,0.115090835,0.121582753,0.126680528,0.133085035,0.138146139,0.143483419,0.145523812,0.145994619,0.147009879,0.147992236,0.147327232,0.146983404,0.145686289,0.144251665,0.143080069,0.14143362,0.139430899,0.137477702,0.13698198,0.136914099,0.135346267,0.139076638,0.139259265,0.13929405,0.139866393,14298
GSW374,D-48,TenneT_WIND,0.01752301,WIND,D-48,NI_HB,DE,0.133663936,0.133840876,0.13424434,0.136119929,0.138237221,0.141107149,0.143357936,0.147446885,0.150715448,0.153447748,0.155818115,0.158382141,0.161886597,0.165688122,0.16848454,0.171259548,0.170467985,0.169812908,0.170000713,0.167770985,0.169729983,0.172360032,0.173179046,0.17350757,0.173497108,0.173389321,0.17286381,0.171726517,0.1668469,0.16182566,0.156980161,0.151731338,0.145168927,0.138317277,0.131242988,0.12448116,0.119201848,0.114206795,0.108802633,0.104295576,0.101785522,0.100111131,0.098716771,0.0979087,0.097036151,0.097541373,0.097081958,0.097737102,0.097298933,0.096547991,0.094623912,0.092373355,0.091102054,0.090692628,0.089451123,0.088073992,0.087445521,0.087053571,0.087046728,0.085929039,0.085308507,0.085488381,0.085200155,0.0851366,0.088524748,0.092455535,0.096053333,0.100559585,0.103858877,0.107569647,0.111035805,0.114972672,0.120465239,0.126193752,0.130408746,0.135357826,0.135672406,0.137001496,0.138809964,0.139308476,0.137394327,0.135278948,0.132411335,0.13022874,0.129139306,0.128281464,0.127558128,0.126249471,0.124890084,0.125211967,0.12562012,0.125223019,0.167751106,0.167358809,0.167671534,0.168494384,13752
GSW375,D-49,TenneT_WIND,0.01752301,WIND,D-49,NI_HB,DE,0.133663936,0.133840876,0.13424434,0.136119929,0.138237221,0.141107149,0.143357936,0.147446885,0.150715448,0.153447748,0.155818115,0.158382141,0.161886597,0.165688122,0.16848454,0.171259548,0.170467985,0.169812908,0.170000713,0.167770985,0.169729983,0.172360032,0.173179046,0.17350757,0.173497108,0.173389321,0.17286381,0.171726517,0.1668469,0.16182566,0.156980161,0.151731338,0.145168927,0.138317277,0.131242988,0.12448116,0.119201848,0.114206795,0.108802633,0.104295576,0.101785522,0.100111131,0.098716771,0.0979087,0.097036151,0.097541373,0.097081958,0.097737102,0.097298933,0.096547991,0.094623912,0.092373355,0.091102054,0.090692628,0.089451123,0.088073992,0.087445521,0.087053571,0.087046728,0.085929039,0.085308507,0.085488381,0.085200155,0.0851366,0.088524748,0.092455535,0.096053333,0.100559585,0.103858877,0.107569647,0.111035805,0.114972672,0.120465239,0.126193752,0.130408746,0.135357826,0.135672406,0.137001496,0.138809964,0.139308476,0.137394327,0.135278948,0.132411335,0.13022874,0.129139306,0.128281464,0.127558128,0.126249471,0.124890084,0.125211967,0.12562012,0.125223019,0.167751106,0.167358809,0.167671534,0.168494384,13752
GSW376,D-5,50Hertz_WIND,0.025586366,WIND,D-5,MV,DE,0.055498234,0.057642261,0.05875211,0.060417426,0.061434848,0.064331844,0.066246312,0.068555226,0.070753182,0.072908758,0.07557747,0.079174895,0.082427031,0.085130702,0.087910592,0.090872157,0.094912401,0.099384855,0.103505209,0.108099984,0.112909587,0.118368004,0.12399005,0.130476358,0.136931253,0.140913893,0.144447542,0.149061086,0.151982393,0.149125512,0.146038225,0.143085762,0.138188275,0.130235569,0.12252389,0.114808963,0.107053481,0.098202429,0.090915735,0.085299716,0.08041719,0.078196853,0.076490054,0.075664835,0.074538439,0.076449504,0.079347525,0.081764351,0.082243743,0.08306784,0.083700477,0.084654896,0.084266652,0.084999267,0.085726105,0.086252302,0.085220311,0.083907015,0.082952583,0.081837411,0.081637087,0.081716071,0.081838811,0.082597949,0.083855873,0.087311915,0.090612911,0.093999312,0.098318481,0.103527774,0.109228476,0.115090835,0.121582753,0.126680528,0.133085035,0.138146139,0.143483419,0.145523812,0.145994619,0.147009879,0.147992236,0.147327232,0.146983404,0.145686289,0.144251665,0.143080069,0.14143362,0.139430899,0.137477702,0.13698198,0.136914099,0.135346267,0.139076638,0.139259265,0.13929405,0.139866393,14298
GSW377,D-50,TenneT_WIND,0.01752301,WIND,D-50,NI_HB,DE,0.133663936,0.133840876,0.13424434,0.136119929,0.138237221,0.141107149,0.143357936,0.147446885,0.150715448,0.153447748,0.155818115,0.158382141,0.161886597,0.165688122,0.16848454,0.171259548,0.170467985,0.169812908,0.170000713,0.167770985,0.169729983,0.172360032,0.173179046,0.17350757,0.173497108,0.173389321,0.17286381,0.171726517,0.1668469,0.16182566,0.156980161,0.151731338,0.145168927,0.138317277,0.131242988,0.12448116,0.119201848,0.114206795,0.108802633,0.104295576,0.101785522,0.100111131,0.098716771,0.0979087,0.097036151,0.097541373,0.097081958,0.097737102,0.097298933,0.096547991,0.094623912,0.092373355,0.091102054,0.090692628,0.089451123,0.088073992,0.087445521,0.087053571,0.087046728,0.085929039,0.085308507,0.085488381,0.085200155,0.0851366,0.088524748,0.092455535,0.096053333,0.100559585,0.103858877,0.107569647,0.111035805,0.114972672,0.120465239,0.126193752,0.130408746,0.135357826,0.135672406,0.137001496,0.138809964,0.139308476,0.137394327,0.135278948,0.132411335,0.13022874,0.129139306,0.128281464,0.127558128,0.126249471,0.124890084,0.125211967,0.12562012,0.125223019,0.167751106,0.167358809,0.167671534,0.168494384,13752
GSW378,D-51,TenneT_WIND,0.01752301,WIND,D-51,NI_HB,DE,0.133663936,0.133840876,0.13424434,0.136119929,0.138237221,0.141107149,0.143357936,0.147446885,0.150715448,0.153447748,0.155818115,0.158382141,0.161886597,0.165688122,0.16848454,0.171259548,0.170467985,0.169812908,0.170000713,0.167770985,0.169729983,0.172360032,0.173179046,0.17350757,0.173497108,0.173389321,0.17286381,0.171726517,0.1668469,0.16182566,0.156980161,0.151731338,0.145168927,0.138317277,0.131242988,0.12448116,0.119201848,0.114206795,0.108802633,0.104295576,0.101785522,0.100111131,0.098716771,0.0979087,0.097036151,0.097541373,0.097081958,0.097737102,0.097298933,0.096547991,0.094623912,0.092373355,0.091102054,0.090692628,0.089451123,0.088073992,0.087445521,0.087053571,0.087046728,0.085929039,0.085308507,0.085488381,0.085200155,0.0851366,0.088524748,0.092455535,0.096053333,0.100559585,0.103858877,0.107569647,0.111035805,0.114972672,0.120465239,0.126193752,0.130408746,0.135357826,0.135672406,0.137001496,0.138809964,0.139308476,0.137394327,0.135278948,0.132411335,0.13022874,0.129139306,0.128281464,0.127558128,0.126249471,0.124890084,0.125211967,0.12562012,0.125223019,0.167751106,0.167358809,0.167671534,0.168494384,13752
GSW379,D-52,50Hertz_WIND,0.049573627,WIND,D-52,ST,DE,0.055498234,0.057642261,0.05875211,0.060417426,0.061434848,0.064331844,0.066246312,0.068555226,0.070753182,0.072908758,0.07557747,0.079174895,0.082427031,0.085130702,0.087910592,0.090872157,0.094912401,0.099384855,0.103505209,0.108099984,0.112909587,0.118368004,0.12399005,0.130476358,0.136931253,0.140913893,0.144447542,0.149061086,0.151982393,0.149125512,0.146038225,0.143085762,0.138188275,0.130235569,0.12252389,0.114808963,0.107053481,0.098202429,0.090915735,0.085299716,0.08041719,0.078196853,0.076490054,0.075664835,0.074538439,0.076449504,0.079347525,0.081764351,0.082243743,0.08306784,0.083700477,0.084654896,0.084266652,0.084999267,0.085726105,0.086252302,0.085220311,0.083907015,0.082952583,0.081837411,0.081637087,0.081716071,0.081838811,0.082597949,0.083855873,0.087311915,0.090612911,0.093999312,0.098318481,0.103527774,0.109228476,0.115090835,0.121582753,0.126680528,0.133085035,0.138146139,0.143483419,0.145523812,0.145994619,0.147009879,0.147992236,0.147327232,0.146983404,0.145686289,0.144251665,0.143080069,0.14143362,0.139430899,0.137477702,0.13698198,0.136914099,0.135346267,0.139076638,0.139259265,0.13929405,0.139866393,14298
GSW380,D-53,TenneT_WIND,0.01752301,WIND,D-53,NI_HB,DE,0.133663936,0.133840876,0.13424434,0.136119929,0.138237221,0.141107149,0.143357936,0.147446885,0.150715448,0.153447748,0.155818115,0.158382141,0.161886597,0.165688122,0.16848454,0.171259548,0.170467985,0.169812908,0.170000713,0.167770985,0.169729983,0.172360032,0.173179046,0.17350757,0.173497108,0.173389321,0.17286381,0.171726517,0.1668469,0.16182566,0.156980161,0.151731338,0.145168927,0.138317277,0.131242988,0.12448116,0.119201848,0.114206795,0.108802633,0.104295576,0.101785522,0.100111131,0.098716771,0.0979087,0.097036151,0.097541373,0.097081958,0.097737102,0.097298933,0.096547991,0.094623912,0.092373355,0.091102054,0.090692628,0.089451123,0.088073992,0.087445521,0.087053571,0.087046728,0.085929039,0.085308507,0.085488381,0.085200155,0.0851366,0.088524748,0.092455535,0.096053333,0.100559585,0.103858877,0.107569647,0.111035805,0.114972672,0.120465239,0.126193752,0.130408746,0.135357826,0.135672406,0.137001496,0.138809964,0.139308476,0.137394327,0.135278948,0.132411335,0.13022874,0.129139306,0.128281464,0.127558128,0.126249471,0.124890084,0.125211967,0.12562012,0.125223019,0.167751106,0.167358809,0.167671534,0.168494384,13752
GSW381,D-54,Amprion_WIND,0.015042429,WIND,D-54,NRW,DE,0.193020357,0.193791758,0.193843598,0.192774826,0.182440803,0.181872979,0.181399545,0.182212988,0.170771549,0.17015341,0.169209231,0.169320748,0.152379413,0.152128325,0.152013636,0.152211845,0.158945755,0.158080036,0.157730333,0.158435621,0.160069352,0.160727296,0.162749733,0.163815237,0.187299816,0.187582665,0.187775494,0.187773257,0.210263425,0.209382963,0.206203379,0.206870087,0.217225558,0.213793039,0.210956819,0.208037623,0.198635155,0.197720648,0.196995411,0.196989033,0.183873871,0.184697879,0.185826691,0.185778002,0.176779887,0.178538614,0.177945541,0.177924711,0.169462875,0.168777645,0.166992077,0.166249547,0.145707733,0.145421267,0.142193138,0.143383561,0.152101553,0.150440678,0.150367154,0.150076361,0.137959159,0.137114733,0.13789053,0.137169543,0.156635925,0.158137852,0.159461828,0.161636261,0.162819783,0.166526349,0.167463601,0.170991709,0.190344753,0.194491395,0.194712451,0.19463856,0.200816586,0.20113878,0.202862559,0.205639511,0.218846328,0.219475578,0.218824973,0.216475684,0.218187941,0.215936779,0.215842523,0.214870956,0.200726045,0.20147632,0.205946856,0.207022161,0.22162912,0.221579979,0.220040516,0.217414493,6669
GSW382,D-56,TenneT_WIND,0.01752301,WIND,D-56,NI_HB,DE,0.133663936,0.133840876,0.13424434,0.136119929,0.138237221,0.141107149,0.143357936,0.147446885,0.150715448,0.153447748,0.155818115,0.158382141,0.161886597,0.165688122,0.16848454,0.171259548,0.170467985,0.169812908,0.170000713,0.167770985,0.169729983,0.172360032,0.173179046,0.17350757,0.173497108,0.173389321,0.17286381,0.171726517,0.1668469,0.16182566,0.156980161,0.151731338,0.145168927,0.138317277,0.131242988,0.12448116,0.119201848,0.114206795,0.108802633,0.104295576,0.101785522,0.100111131,0.098716771,0.0979087,0.097036151,0.097541373,0.097081958,0.097737102,0.097298933,0.096547991,0.094623912,0.092373355,0.091102054,0.090692628,0.089451123,0.088073992,0.087445521,0.087053571,0.087046728,0.085929039,0.085308507,0.085488381,0.085200155,0.0851366,0.088524748,0.092455535,0.096053333,0.100559585,0.103858877,0.107569647,0.111035805,0.114972672,0.120465239,0.126193752,0.130408746,0.135357826,0.135672406,0.137001496,0.138809964,0.139308476,0.137394327,0.135278948,0.132411335,0.13022874,0.129139306,0.128281464,0.127558128,0.126249471,0.124890084,0.125211967,0.12562012,0.125223019,0.167751106,0.167358809,0.167671534,0.168494384,13752
